First name Last name	Last name of the artist	First name of the artist	Sex of the artist (F/M/FM/empty)	Membership in movement, if applicable	Biographical elements	Detailed address of the artist, as it appears in the catalogue	Country of the artist	State of the artist	City of the artist	City coordinate location	City lat	City long	Street number of the artist's address	Street name of the artist's address	Street coordinate location	Street lat	Street long	Floor level of the artist's address	Local address of the artist	Additional information on the artist's address	Address as it appears in the catalogue	Country of the artist 2	State of the artist 2	City of the artist 2	Street number of the artist's address 2	Street name of the artist's address 2	Floor level of the artist's address 2	Local address of the artist 2	Additional information on the artist's address 2	Artist's nationality	Student of	Birth year	Month of birth	Day of birth	Detailed birth address of the artist, as it appears in the catalogue	Country of birth	State of birth	City of birth	Street number of the birth address	Street name of the birth address	Floor level of the birth address	Local address of birth	Additional information on the birth address	Year of death	Month of death	Day of death	Detailed death address of the artist, as it appears in the catalogue	Country of death	State of death	City of death	Street number of the death address	Street name of the death address	Floor level of the death address	Local address of death	Additional information on the death address	Notes	Number	Title of artwork	Subtitle	Dimension_bis	Medium_bis	Translated title	Start year of creation	Start month of creation	Start day of creation	End year of creation	End month of creation	End day of creation	Country of creation	State of creation	City of creation	Dimensions	Categories	Medium	Room	Chapter of the catalogue ?	Price	Location/Owner	Owner's country	Owner's state	Owner's city	Notes2	Column 75
Otto SCHARF 	SCHARF 	Otto	M	Linked Ring	  L. R. 139, Victoria strasse, Crefeld (Allemagne).	   139, Victoria strasse, Crefeld (Allemagne).	Germany	 	Krefeld	51.333333333333,6.5666666666667	51.333333333333	6.5666666666667	139	Viktoriastraße				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	443	Bord de Prairie.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Otto SCHARF 	SCHARF 	Otto	M	Linked Ring	  L. R. 139, Victoria strasse, Crefeld (Allemagne).	   139, Victoria strasse, Crefeld (Allemagne).	Germany	 	Krefeld	51.333333333333,6.5666666666667	51.333333333333	6.5666666666667	139	Viktoriastraße				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	444	Mère et Enfant.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
André SCHELCHER 	SCHELCHER 	André	M	 	 29, rue de la Bienfaisance, Paris.	 29, rue de la Bienfaisance, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	29	rue de la Bienfaisance	48.8766,2.31704	48.8766	2.31704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	445	“ Bonum vinum lœtificat ”.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Robert SCOTT 	SCOTT 	Robert	M	 	  New Lynn St, Léonard road, Ayr (Écosse).	  New Lynn St, Léonard road, Ayr (Écosse).	Scotland	 	Ayr	55.463888888889,-4.6277777777778	55.463888888889	-4.6277777777778	 	  New Lynn St, Léonard road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	446	Étude de Tête.	Al.		Papier albuminé	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Robert SCOTT 	SCOTT 	Robert	M	 	  New Lynn St, Léonard road, Ayr (Écosse).	  New Lynn St, Léonard road, Ayr (Écosse).	Scotland	 	Ayr	55.463888888889,-4.6277777777778	55.463888888889	-4.6277777777778	 	  New Lynn St, Léonard road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	447	Portrait du Révérend W. Cavins.	Pl. Dm.		Papier au platine sépia	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Mme SEIGNEURIE 	SEIGNEURIE 	Mme	F	 	 28 bis, rue Guillaume-Tell, Paris.	 28 bis, rue Guillaume-Tell, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	28	rue Guillaume-Tell	48.8845,2.29467	48.8845	2.29467	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	448	Légère Brise.	A.	Agrandissement		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Th. SIMON 	SIMON 	Th.		 	 9, rue Clavel, Paris.	 9, rue Clavel, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue Clavel	48.8755,2.38387	48.8755	2.38387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	449	Coucher de Soleil à Kairouan.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Th. SIMON 	SIMON 	Th.		 	 9, rue Clavel, Paris.	 9, rue Clavel, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	9	rue Clavel	48.8755,2.38387	48.8755	2.38387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	450	Oasis à Biskra.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Vicomte Paul de SINGLY 	SINGLY 	Vicomte Paul	M	Photo-Club de Paris	  P. C. P. 89, boulevard Malesherbes, Paris.	   89, boulevard Malesherbes, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	89	boulevard Malesherbes	48.87976,2.31387	48.87976	2.31387	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	451	Les Crémeaux à Meulan.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L. SNEYERS 	SNEYERS 	L.		Cercle L'Effort	  C. EFF. Bruxelles.	   Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	452	Au Petit-jour.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L. SNEYERS 	SNEYERS 	L.		Cercle L'Effort	  C. EFF. Bruxelles.	   Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	453	Soleil de Mars.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L. SNEYERS 	SNEYERS 	L.		Cercle L'Effort	  C. EFF. Bruxelles.	   Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	454	Dame au Chapeau.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L. SNEYERS 	SNEYERS 	L.		Cercle L'Effort	  C. EFF. Bruxelles.	   Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	455	Dans le Brouillard.	Pl.		Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
L. SNEYERS 	SNEYERS 	L.		Cercle L'Effort	  C. EFF. Bruxelles.	   Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	 					 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	456	La Herse.	Gb.		Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles SOLLET 	SOLLET 	Charles	M	Société d'Excursions des Amateurs de Photographie	  S. A. E. 1, rue Turbigo, Paris.	   1, rue Turbigo, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	1	rue de Turbigo	48.8652,2.35493	48.8652	2.35493	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	457	La Dame à l'Éventail.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles SOLLET 	SOLLET 	Charles	M	Société d'Excursions des Amateurs de Photographie	  S. A. E. 1, rue Turbigo, Paris.	   1, rue Turbigo, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	1	rue de Turbigo	48.8652,2.35493	48.8652	2.35493	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	458	Portrait.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles SOLLET 	SOLLET 	Charles	M	Société d'Excursions des Amateurs de Photographie	  S. A. E. 1, rue Turbigo, Paris.	   1, rue Turbigo, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	1	rue de Turbigo	48.8652,2.35493	48.8652	2.35493	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	459	Portrait de M. V.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles SOLLET 	SOLLET 	Charles	M	Société d'Excursions des Amateurs de Photographie	  S. A. E. 1, rue Turbigo, Paris.	   1, rue Turbigo, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	1	rue de Turbigo	48.8652,2.35493	48.8652	2.35493	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	460	Aux Champs.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles SOLLET 	SOLLET 	Charles	M	Société d'Excursions des Amateurs de Photographie	  S. A. E. 1, rue Turbigo, Paris.	   1, rue Turbigo, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	1	rue de Turbigo	48.8652,2.35493	48.8652	2.35493	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	461	Étude en sanguine.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Charles SOLLET 	SOLLET 	Charles	M	Société d'Excursions des Amateurs de Photographie	  S. A. E. 1, rue Turbigo, Paris.	   1, rue Turbigo, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	1	rue de Turbigo	48.8652,2.35493	48.8652	2.35493	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	462	La Cuisinière.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Auguste SOUZY 	SOUZY 	Auguste	M	 	 28, boulevard Périer, Marseille.	 28, boulevard Périer, Marseille.	France	 	Marseille	43.296666666667,5.3763888888889	43.296666666667	5.3763888888889	28	Q107099343	43.27827443786407,5.378053456310677	43.27827443786407	5.378053456310677	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	463	Étude.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Maurice SQUEVILLE 	SQUEVILLE 	Maurice	M	 	 15, rue Eugénie, Saint-Mandé (Seine).	 15, rue Eugénie, Saint-Mandé (Seine).	France	 	Saint-Mandé	48.841388888889,2.4177777777778	48.841388888889	2.4177777777778	15	 rue Eugénie				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	464	Portrait d'Enfant.	A.	Agrandissement		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Alfred STIEGLITZ 	STIEGLITZ 	Alfred	M	Linked Ring	  L. R. 3 W, 29me rue, New-York (U. S. A.).	   3 W, 29me rue, New-York (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	 	   3 W  29me rue				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	465	Printemps.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Alfred STIEGLITZ 	STIEGLITZ 	Alfred	M	Linked Ring	  L. R. 3 W, 29me rue, New-York (U. S. A.).	   3 W, 29me rue, New-York (U. S. A.).	United States of America	 	New York City	40.7,-74	40.7	-74	 	   3 W  29me rue				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	466	Étude d'éclairage. D. Pl.	D. Pl.	Épreuve directe	Papier au platine	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Adolphus H. STOIBER 	STOIBER 	Adolphus H.	M	Photo-Club de Paris	  P. C. P. 31, boulevard Haussmann, Paris.	   31, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	31	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	467	Arc de Titus, à Rome.	A. Ch.	Agrandissement	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Adolphus H. STOIBER 	STOIBER 	Adolphus H.	M	Photo-Club de Paris	  P. C. P. 31, boulevard Haussmann, Paris.	   31, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	31	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	468	En Provence.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Adolphus H. STOIBER 	STOIBER 	Adolphus H.	M	Photo-Club de Paris	  P. C. P. 31, boulevard Haussmann, Paris.	   31, boulevard Haussmann, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	31	boulevard Haussmann	48.875,2.307222	48.875	2.307222	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	469	Approche de l'orage (Venise).	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Victor STOUFFS 	STOUFFS 	Victor	M	 	 277, avenue Louise, Bruxelles.	 277, avenue Louise, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	277	Avenue Louise - Louizalaan	50.8251813048,4.363904858776	50.8251813048	4.363904858776	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	470	Brume d'Automne.	A. Br.	Agrandissement	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Victor STOUFFS 	STOUFFS 	Victor	M	 	 277, avenue Louise, Bruxelles.	 277, avenue Louise, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	277	Avenue Louise - Louizalaan	50.8251813048,4.363904858776	50.8251813048	4.363904858776	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	471	Décembre.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Victor STOUFFS 	STOUFFS 	Victor	M	 	 277, avenue Louise, Bruxelles.	 277, avenue Louise, Bruxelles.	Belgium	 	City of Brussels	50.846666666666664,4.351666666666667	50.846666666666664	4.351666666666667	277	Avenue Louise - Louizalaan	50.8251813048,4.363904858776	50.8251813048	4.363904858776	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	472	La Tamise à Londres.	A. Gb.	Agrandissement	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
J. STUMM 	STUMM 	J.		 	 20, rue d'Hauteville, Paris.	 20, rue d'Hauteville, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	20	rue d'Hauteville	48.8741,2.35065	48.8741	2.35065	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	473	Étude.	A. G. Cl.	Agrandissement	Papier au gelatino-chlorure (dit aristotype)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. TAPONIER 	TAPONIER 	A.		 	 12, rue de la Paix, Paris.	 12, rue de la Paix, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue de la Paix	48.869130555556,2.3311277777778	48.869130555556	2.3311277777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	474	Première Sortie.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. TAPONIER 	TAPONIER 	A.		 	 12, rue de la Paix, Paris.	 12, rue de la Paix, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue de la Paix	48.869130555556,2.3311277777778	48.869130555556	2.3311277777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	475	Profil d'Enfant.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. TAPONIER 	TAPONIER 	A.		 	 12, rue de la Paix, Paris.	 12, rue de la Paix, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue de la Paix	48.869130555556,2.3311277777778	48.869130555556	2.3311277777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	476	Un Rayon de soleil.	D.	Épreuve directe		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. TAPONIER 	TAPONIER 	A.		 	 12, rue de la Paix, Paris.	 12, rue de la Paix, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue de la Paix	48.869130555556,2.3311277777778	48.869130555556	2.3311277777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	477	Portrait de M. de Feure.	A.	Agrandissement		 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
A. TAPONIER 	TAPONIER 	A.		 	 12, rue de la Paix, Paris.	 12, rue de la Paix, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	12	rue de la Paix	48.869130555556,2.3311277777778	48.869130555556	2.3311277777778	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	478	Portrait en chapeau de Madame H. de D.	D. Ch.	Épreuve directe	Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Baron du TEIL DU HAVELT 	TEIL DU HAVELT 	Baron du	M	Photo-Club de Paris	  P. C. P. 3, avenue d'Antin, Paris.	   3, avenue d'Antin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	479	Rêverie.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Baron du TEIL DU HAVELT 	TEIL DU HAVELT 	Baron du	M	Photo-Club de Paris	  P. C. P. 3, avenue d'Antin, Paris.	   3, avenue d'Antin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	480	Moutons au pâturage.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Baron du TEIL DU HAVELT 	TEIL DU HAVELT 	Baron du	M	Photo-Club de Paris	  P. C. P. 3, avenue d'Antin, Paris.	   3, avenue d'Antin, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	3	avenue Franklin-D.-Roosevelt	48.86805,2.31016	48.86805	2.31016	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	481	La Napoule.				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Dr P. THÉOPHILE-GAUTIER 	THÉOPHILE-GAUTIER 	Dr P.	M	 	 46, rue de la Bienfaisance, Paris.	 46, rue de la Bienfaisance, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	46	rue de la Bienfaisance	48.8766,2.31704	48.8766	2.31704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	482	Portrait de mademoiselle R. I.	D. Br.	Épreuve directe	Papier au gélatino-bromure d'argent	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Dr P. THÉOPHILE-GAUTIER 	THÉOPHILE-GAUTIER 	Dr P.	M	 	 46, rue de la Bienfaisance, Paris.	 46, rue de la Bienfaisance, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	46	rue de la Bienfaisance	48.8766,2.31704	48.8766	2.31704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	483	Tête de Jeune Fille.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Dr P. THÉOPHILE-GAUTIER 	THÉOPHILE-GAUTIER 	Dr P.	M	 	 46, rue de la Bienfaisance, Paris.	 46, rue de la Bienfaisance, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	46	rue de la Bienfaisance	48.8766,2.31704	48.8766	2.31704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	484	Iseult.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Dr P. THÉOPHILE-GAUTIER 	THÉOPHILE-GAUTIER 	Dr P.	M	 	 46, rue de la Bienfaisance, Paris.	 46, rue de la Bienfaisance, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	46	rue de la Bienfaisance	48.8766,2.31704	48.8766	2.31704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	485	Étude.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Dr P. THÉOPHILE-GAUTIER 	THÉOPHILE-GAUTIER 	Dr P.	M	 	 46, rue de la Bienfaisance, Paris.	 46, rue de la Bienfaisance, Paris.	France	 	Paris	48.856944444444,2.3513888888889	48.856944444444	2.3513888888889	46	rue de la Bienfaisance	48.8766,2.31704	48.8766	2.31704	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	486	A la fenêtre.	D. Gb.	Épreuve directe	Procédé à la gomme bichromatée	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
Robert THOMSON 	THOMSON 	Robert	M	 	 66, Newington road, Édimbourg (Écosse).	 66, Newington road, Édimbourg (Écosse).	Scotland	 	Edinburgh	55.95333333333333,-3.1891666666666665	55.95333333333333	-3.1891666666666665	66	 Newington road				 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	487	Arrivée de la Mariée.	Ch.		Papier au charbon	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 		
